"93年03月12日","特用作物","臺北市大安區","臺北市土肉桂產銷班第1班","台北市農會","臺北市大安區復興南路1段390號14樓","土肉桂","","","","16人","8.26公頃"
"101年05月02日","蔬菜","臺北市士林區","臺北市士林區蔬菜產銷班第1班","台北市農會","臺北市士林區劍南路100項31號","葉菜類","綠竹筍","有機米","草莓","11人","10.40公頃"
"94年09月05日","特用作物","臺北市士林區","臺北市士林區山藥產銷班第1班","士林區農會","臺北市士林區仰德大道二段70巷45-3號","山藥","綠竹筍","","","15人","6.10公頃"
"100年07月15日","蔬菜","臺北市內湖區","臺北市內湖區草莓產銷班第4班","內湖區農會","臺北市內湖區碧山路47之15號","草莓","","","","13人","2.15公頃"
"92年05月28日","雜糧","臺中市西屯區","臺中市西屯區雜糧產銷班第1班","臺中市臺中地區農會","臺中市西屯區西屯路3段181號","甘薯","落花生","胡麻","","10人","10.00公頃"
"99年01月04日","毛豬","臺中市西屯區","臺中市西屯區毛豬產銷班第1班","臺中市臺中地區農會","臺中市西屯區西林巷30-68號","毛豬","","","","27人","18900.00頭"
"92年04月18日","稻米","臺中市南屯區","臺中市南屯區稻米產銷班第1班","臺中市臺中地區農會","臺中市南屯區新生李永春路17號","香米","","","","22人","41.15公頃"
"82年06月01日","蔬菜","臺中市北屯區","臺中市北屯區蔬菜產銷班第1班","保證責任台灣省青果運銷合作社台中分社","臺中市北屯區民政里北坑巷21號","竹筍","","","","46人","70.14公頃"
"87年04月01日","蔬菜","臺中市北屯區","臺中市北屯區蔬菜產銷班第2班","臺中市臺中地區農會","臺中市北屯區和平里和祥街300號","葉菜類","絲瓜","番茄","胡瓜(莿瓜)","16人","13.57公頃"
"90年03月01日","蔬菜","臺中市北屯區","臺中市北屯區蔬菜產銷班第3班","臺中市臺中地區農會","臺中市北屯區大坑里光西巷56號","麻竹筍","","","","33人","48.74公頃"
"90年05月22日","花卉","臺中市北屯區","臺中市北屯區花卉產銷班第1班","臺中市臺中地區農會","臺中市北屯區同榮里更生巷28之3號","花苗","國蘭","","","18人","5.24公頃"
"82年06月01日","花卉","臺中市北屯區","臺中市北屯區花卉產銷班第2班","臺中市臺中地區農會","臺中市北屯區松竹路1段348巷1號","劍蘭","洋蘭","觀葉植物","玫瑰","14人","12.55公頃"
"87年04月01日","花卉","臺中市北屯區","臺中市北屯區花卉產銷班第3班","臺中市臺中地區農會","臺中市北屯區東山路二段57號","文心蘭","","","","33人","14.59公頃"
"93年08月30日","花卉","臺中市北屯區","臺中市北屯區花卉產銷班第4班","臺中市臺中地區農會","臺中市北屯區民德里竹坑巷2號","文心蘭","","","","13人","5.29公頃"
"99年12月23日","花卉","臺中市北屯區","臺中市北屯區花卉產銷班第5班","臺中市臺中地區農會","臺中市北屯區民德里竹坑巷11號","文心蘭","","","","14人","6.20公頃"
"87年04月01日","果樹","臺中市北屯區","臺中市北屯區果樹產銷班第1班","臺中市臺中地區農會","臺中市北屯區大坑里光西巷96號","椪柑","桶柑","文旦柚","茂谷柑","92人","121.86公頃"
"87年04月01日","果樹","臺中市北屯區","臺中市北屯區果樹產銷班第2班","臺中市臺中地區農會","臺中市北屯區大坑里東山路二段104號","枇杷","","","","28人","11.26公頃"
"87年04月01日","果樹","臺中市北屯區","臺中市北屯區果樹產銷班第3班","臺中市臺中地區農會","臺中市北屯區民政里苧園巷32號","荔枝","龍眼","","","32人","32.28公頃"
"92年02月16日","果樹","臺中市北屯區","臺中市北屯區果樹產銷班第4班","保證責任台灣省青果運銷合作社台中分社","臺中市北屯區和平里東山路一段378之15號","柑桔","桶柑","文旦柚","荔枝","40人","52.13公頃"
"92年04月21日","稻米","臺中市豐原區","臺中市豐原區稻米產銷班第1班","豐原區農會","臺中市豐原區三豐路747巷1-4號","稻米","","","","24人","19.39公頃"
"92年06月19日","稻米","臺中市豐原區","臺中市豐原區稻米產銷班第2班","豐原區農會","臺中市豐原區師範街14巷18號","稻米","","","","71人","43.94公頃"
"92年06月19日","稻米","臺中市豐原區","臺中市豐原區稻米產銷班第3班","豐原區農會","臺中市豐原區朴子街565巷21號","稻米","","","","42人","33.28公頃"
"89年04月01日","蔬菜","臺中市豐原區","臺中市豐原區蔬菜產銷班第1班","豐原區農會","臺中市豐原區豐北街222巷181弄29號","葉菜類","根莖類","瓜果類","","12人","5.79公頃"
"89年03月01日","蔬菜","臺中市豐原區","臺中市豐原區蔬菜產銷班第2班","豐原區農會","臺中市豐原區鐮里里鐮里路107巷221號","竹筍","","","","38人","24.30公頃"
"92年08月20日","蔬菜","臺中市豐原區","臺中市豐原區蔬菜產銷班第3班","豐原區農會","臺中市豐原區三里里三和路354巷97弄40號","番茄","其他根菜","葉菜類","","22人","26.99公頃"
"93年01月30日","蔬菜","臺中市豐原區","臺中市豐原區蔬菜產銷班第5班","豐原區農會","臺中市豐原區三豐路742巷290號","芋","馬鈴薯","其他根菜","葉菜類","19人","25.07公頃"
"89年04月01日","花卉","臺中市豐原區","臺中市豐原區花卉產銷班第1班","豐原區農會","臺中市豐原區鐮里路326巷16號","玫瑰","","","","16人","8.78公頃"
"89年04月01日","花卉","臺中市豐原區","臺中市豐原區花卉產銷班第2班","豐原區農會","臺中市豐原區中正路440號","蝴蝶蘭","拖鞋蘭","嘉德利亞蘭","","12人","3.44公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第1班","豐原區農會","臺中市豐原區東陽里東陽路泉州巷30弄1號","柑桔","","","","17人","61.36公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第2班","豐原區農會","臺中市豐原區東陽里東陽路太坑巷31號","柑桔","","","","17人","40.62公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第3班","豐原區農會","臺中市豐原區東陽里東陽路福德巷86號","柑桔","柿","桶柑","茂谷柑","19人","34.73公頃"
"89年04月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第4班","豐原區農會","臺中市豐原區東陽路清谷巷2號","柑桔","柿","桶柑","茂谷柑","19人","54.79公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第5班","豐原區農會","臺中市豐原區南嵩里水源路坪頂巷15-10號","柑桔","","","","40人","76.97公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第7班","豐原區農會","臺中市豐原區南嵩里水源路南坑巷19號","柑桔","","","","51人","146.58公頃"
"87年06月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第8班","豐原區農會","臺中市豐原區南嵩里水源路25號","柑桔","桶柑","","","18人","34.76公頃"
"89年03月01日","果樹","臺中市豐原區","臺中市豐原區柑桔產銷班第9班","豐原區農會","臺中市豐原區東陽里東陽路福德巷7弄8-3號","柑桔","","","","29人","44.52公頃"
"88年12月01日","果樹","臺中市豐原區","臺中市豐原區梨產銷班第1班","豐原區農會","臺中市豐原區北陽里南陽路9-6號","梨","","","","16人","12.71公頃"
"89年04月01日","果樹","臺中市豐原區","臺中市豐原區果樹產銷班第11班","豐原區農會","臺中市豐原區鐮里路107巷102弄208號","葡萄","","","","11人","8.10公頃"
"88年06月01日","蔬菜","臺中市東勢區","臺中市東勢區蔬菜產銷班第1班","東勢區農會","臺中市東勢區東和街47號","胡瓜","番茄","草莓","","22人","14.69公頃"
"102年09月02日","蔬菜","臺中市東勢區","臺中市東勢區蔬菜產銷班第2班","東勢區農會","臺中市東勢區第一橫街81號","番茄","辣椒","","","16人","11.17公頃"
"84年09月01日","花卉","臺中市東勢區","臺中市東勢區花卉產銷班第1班","東勢區農會","臺中市東勢區新盛里東關路640-20號","國蘭","","","","14人","7.12公頃"
"88年09月01日","花卉","臺中市東勢區","臺中市東勢區花卉產銷班第2班","東勢區農會","臺中市東勢區中嵙里東崎街74-2號","國蘭","","","","17人","13.91公頃"
"88年12月01日","花卉","臺中市東勢區","臺中市東勢區花卉產銷班第5班","東勢區農會","臺中市東勢區茂興里石排巷14-2號","國蘭","","","","12人","3.87公頃"
"97年11月21日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第1班","東勢區農會","臺中市東勢區新盛里東關路民安巷1-5號","梨","甜柿","","","20人","23.49公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第2班","東勢區農會","臺中市東勢區泰昌里石城街114號","柑桔","","","","18人","29.42公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第4班","東勢區農會","臺中市東勢區茂興里東蘭路198號","柑桔","","","","25人","27.16公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第5班","東勢區農會","臺中市東勢區埤頭里28號","柑桔","","","","14人","12.52公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第6班","東勢區農會","臺中市東勢區埤頭里59號","柑桔","","","","18人","14.94公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第7班","東勢區農會","臺中市東勢區中正路282號","柑桔","","","","19人","25.66公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第8班","東勢區農會","臺中市東勢區慶東里5巷6號","柑桔","高接梨","","","29人","37.36公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第9班","東勢區農會","臺中市東勢區茂興里石城街11-4號","柑桔","","","","21人","26.88公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第10班","東勢區農會","臺中市東勢區泰興里石城街667號","柑桔","","","","25人","34.92公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第11班","東勢區農會","臺中市東勢區明正里137號","柑桔","","","","12人","21.33公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第12班","東勢區農會","臺中市東勢區明正里151-1號","柑桔","","","","9人","28.79公頃"
"97年07月08日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第13班","東勢區農會","臺中市東勢區明正里137號","茂谷柑","椪柑","","","23人","26.56公頃"
"97年04月24日","果樹","臺中市東勢區","臺中市東勢區柑桔產銷班第14班","東勢區農會","臺中市東勢區興隆里東蘭路182-3號","椪柑","梨","柿","","26人","19.87公頃"
"97年11月26日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第15班","東勢區農會","臺中市東勢區下新里西門巷7號","椪柑","","","","18人","17.02公頃"
"96年11月15日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第16班","東勢區農會","臺中市東勢區明正里46-5號","巨峰葡萄","柑桔","梨","","23人","24.00公頃"
"97年09月17日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第17班","東勢區農會","臺中市東勢區茂興里石城街11之3號","柑桔","梨","桃","","13人","31.69公頃"
"88年11月01日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第1班","東勢區農會","臺中市東勢區慶東里東關路281號","柿","","","","24人","23.59公頃"
"88年12月01日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第2班","東勢區農會","臺中市東勢區豐勢路462號","柿","","","","30人","39.92公頃"
"90年05月01日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第4班","東勢區農會","臺中市東勢區下城里東關路410號","柿","梨","","","39人","46.43公頃"
"92年12月24日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第5班","東勢區農會","臺中市東勢區南平里本街121巷15號","甜柿","","","","18人","25.87公頃"
"98年07月15日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第6班","東勢區農會","臺中市東勢區延平里中正路192號","柿","","","","30人","36.04公頃"
"97年11月21日","果樹","臺中市東勢區","臺中市東勢區柿產銷班第7班","東勢區農會","臺中市東勢區詒福里東關街431號","甜柿","","","","22人","30.22公頃"
"100年10月21日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第25班","有限責任臺中市農業生產合作社","臺中市東勢區1臺中市東勢區下城里東關路426-26號","梨","椪柑","甜桃","","18人","17.02公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第27班","東勢區農會","臺中市東勢區下新里西門街5-1附1號","梨","桃","柿","","16人","31.40公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區桃產銷班第4班","東勢區農會","臺中市東勢區下新里東蘭路70-22號","桃","","","","26人","18.98公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第1班","東勢區農會","臺中市東勢區隆興里東坑街西盛巷35號","梨","","","","38人","41.13公頃"
"89年11月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第2班","東勢區農會","臺中市東勢區東關路507-6號","梨","","","","52人","59.82公頃"
"87年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第3班","東勢區農會","臺中市東勢區隆興里東坑路985號","梨","","","","16人","27.94公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第4班","東勢區農會","臺中市東勢區隆興里東坑街705巷19號","高接梨","","","","19人","19.65公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第5班","東勢區農會","臺中市東勢區詒福里439-2號","高接梨","","","","30人","45.78公頃"
"87年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第6班","東勢區農會","臺中市東勢區隆興里東坑705巷23號","梨","","","","24人","31.56公頃"
"87年07月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第8班","東勢區農會","臺中市東勢區東新里勢林街27號","梨","","","","20人","23.36公頃"
"87年07月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第9班","東勢區農會","臺中市東勢區新盛里東關路597號","梨","","","","20人","22.32公頃"
"88年07月01日","果樹","臺中市東勢區","臺中縣東勢鎮梨產銷班第11班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市東勢區慶東里東關街241-2號","梨","","","","21人","34.03公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第12班","東勢區農會","臺中市東勢區詒福里東關街542號","高接梨","","","","16人","19.45公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第13班","東勢區農會","臺中市東勢區隆興里東坑路680號","梨","","","","17人","22.90公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第16班","東勢區農會","臺中市東勢區興隆里東蘭路147號","梨","","","","15人","17.91公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第17班","東勢區農會","臺中市東勢區下新里中路巷22-10號","梨","葡萄","","","25人","30.77公頃"
